"study","fdate",day,month,year,round,"uniqueID","genus","species","caste","sex","det","collector","plant_genus_sp","plant_genus","plant_species","site","site_type","method",latitude,longitude,"latlong_accur","County","State","Country","data_entry","spec_notes","flr_notes","plantid_field","basicID","pre2010_gendet","pre2010_spdet","pre2010_det","older_sp",latitude_old,longitude_old,"taxonomy_notes","det_date"
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600078","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","recorded as Viburnum on the label; R. Winfree was not sure at the time if this was V. prunifolium or V. lentago but based on the specimen and looking at V. lentago at Bowman's  we decided that this was V. prunifolium","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600079","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600080","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600081","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600082","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600083","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600084","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600085","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600086","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600087","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600088","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600089","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600090","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600091","Andrena","carlini","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","CACA(should be CACO for cardamine concatenata; was recorded before we agreed to go with Newcombs names); recorded in field as Dentaria laciniata","","bee","Andrena","carlini","T. Griswold","carlini",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-09",9,4,2006,1,"nsf200600092","Bombus","bimaculatus","queen","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","CACA(should be CACO for cardamine concatenata; was recorded before we agreed to go with Newcombs names); recorded in field as Dentaria laciniata","","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.4,-74.875,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600093","Lasioglossum","nigroviride","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Lasioglossum","nigroviride","J. Gibbs","nigroviride",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600094","Andrena","spiraeana","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Andrena","spiraeana","T. Griswold","spiraeana",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600095","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600096","Osmia","collinsiae","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Osmia","collinsiae","T. Griswold","collinsia",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600097","Osmia","bucephala","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Osmia","bucephala","T. Griswold","bucephala",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600098","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600099","Bombus","impatiens","queen","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Bombus","impatiens","T. Griswold","impatiens",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600100","Andrena","pruni","","f","J_Ascher","rachael winfree","Berberis_thunbergii","Berberis","thunbergii","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600101","Augochloropsis","metallica","","f","J_Ascher","rachael winfree","Berberis_thunbergii","Berberis","thunbergii","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Augochloropsis","metallica","T. Griswold","metallica",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600102","Andrena","pruni","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","noted as lentago but R. Winfree confirmed that the first time she saw lentago was at Bowman on 5/4/2006","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600103","Lasioglossum","truncatum","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","cinctipes","J. Gibbs","cinctipes",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600104","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600105","Andrena","cressonii","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","cressonii","T. Griswold","cressonii",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600106","Andrena","forbesii","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","forbesii","T. Griswold","forbesii",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600107","Andrena","cressonii","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","cressonii","T. Griswold","cressonii",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600108","Andrena","forbesii","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","forbesii","T. Griswold","forbesii",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600109","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600110","Lasioglossum","imitatum","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","imitatum","S. Droege","imitatum",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600111","Lasioglossum","imitatum","","f","J_Ascher","rachael winfree","Cornus_florida","Cornus","florida","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","imitatum","S. Droege","imitatum",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600112","Andrena","nuda","","f","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","nuda","T. Griswold","nuda",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600113","Andrena","miserabilis","","f","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600114","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600115","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600116","Andrena","miserabilis","","f","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600117","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600118","Andrena","miserabilis","","m","J_Ascher","rachael winfree","Rosaceous_cultivar","Rosaceous","cultivar","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.442,-74.87,NULL,NULL
"nsf2006","2006-05-02",2,5,2006,2,"nsf200600119","Andrena","forbesii","","f","J_Ascher","rachael winfree","Malus_sylvestris","Malus","sylvestris","toad","matrix","net",40.442138,-74.87025,"specimens collected within 0.5 ha plot; gps point ","Hunterdon","NJ","USA","KU","","","","bee","Andrena","forbesii","T. Griswold","forbesii",40.442,-74.87,NULL,NULL
